,MAE,MSE,R2,Data,Dummy
0,2.7126156560096253,13.150807370445214,0.4042291529045914,original,1.0
1,2.9299325411255417,18.34142551233718,0.3233419472388971,original,1.0
2,2.7531806190476202,13.881523207176647,0.34649352180736614,original,1.0
3,2.585592666666666,13.002450432222222,0.3800652033135362,original,1.0
4,2.7815755661042876,14.321420565680944,0.3554107019258821,original,1.0
5,2.241311111111111,9.482702567901237,0.24904355035428727,original,1.0
6,2.844550074592074,15.425041451474604,0.29072116558341843,original,1.0
7,2.6102467477596285,13.270685978894269,0.3484381500481518,original,1.0
8,2.5119929577464792,11.294624808239105,0.20403774457613488,original,1.0
9,2.9237276597392796,17.114922047836497,0.24076752928541345,original,1.0
10,2.8205738455988456,15.138524299826633,0.29424129138337374,original,1.0
11,2.9186189300144307,18.839518505127575,0.27735982167026296,original,1.0
12,2.627517202020202,12.958494140653091,0.34254215420329326,original,1.0
13,2.669828754578755,11.68031459164686,0.2546827004487825,original,1.0
14,2.9211183935112497,15.760503550530323,0.25091239612300953,original,1.0
15,2.5282865838009028,11.115687934923546,0.2691422940921193,original,1.0
16,2.9969300000000003,16.779140709999993,0.34542394708507607,original,1.0
17,2.3824549999999998,12.976123559722225,0.37618089621595874,original,1.0
18,2.6276392936507933,14.626167224987217,0.2846300805558547,original,1.0
19,2.626574267883697,13.400458212519386,0.2865227579467794,original,1.0
20,2.7178578431372546,11.666748840990644,0.20423782383377476,original,1.0
21,2.353407501120153,8.279435221757222,0.2846460379165864,original,1.0
22,2.680898582241191,12.996267152917994,0.3077186424768421,original,1.0
23,2.7411800000000004,16.02694092,0.34779841293095015,original,1.0
24,2.719257412398921,12.917407148326282,0.3134297586781253,original,1.0
25,2.9122224689754694,16.91097641835614,0.28069007152887515,original,1.0
26,2.693825141580641,11.53821573253538,0.17145637032181915,original,1.0
27,2.7611586270871986,13.713144154336645,0.2825001488909482,original,1.0
28,2.7258831428571426,13.896212143305215,0.2758617955547047,original,1.0
29,2.905074785419895,16.604481056359074,0.3245708091427183,original,1.0
30,2.764516666666667,12.833390350000007,0.00832306759085355,original,1.0
31,2.4169964157706096,9.870538135429916,0.3218734964254365,original,1.0
32,2.5370985881789907,10.390213363396251,0.19790847826552216,original,1.0
33,2.5482599999999995,11.590837959999998,0.2764589652675473,original,1.0
34,2.542679083523172,11.847557426558485,0.39021583981972985,original,1.0
35,2.8812501700680273,17.86681852636087,0.3563153742155748,original,1.0
36,2.9074093095238096,14.213889064531575,0.19475350310841089,original,1.0
37,2.535696402349486,11.737867219227681,0.2776519287103878,original,1.0
38,3.343754395990791,22.651124118874478,0.2382873878463443,original,1.0
39,3.059924151614669,17.553984777254716,0.3135573987089706,original,1.0
40,3.1678966666666675,18.754708326111114,0.2980260460113143,original,1.0
41,2.8866889129389124,16.172098390630868,0.37039004315087776,original,1.0
42,3.115722073115155,18.686473904855763,0.3206993534754561,original,1.0
43,3.021797120645283,19.95121261230288,0.3145679769027613,original,1.0
44,3.0755449999999995,19.278819496335263,0.3528230293518346,original,1.0
45,2.9846011904761904,17.526936077998585,0.31432554777484256,original,1.0
46,2.634960285714287,14.416570185909757,0.3327978625056227,original,1.0
47,2.702026666666668,13.829697656111115,0.33296527503792905,original,1.0
48,2.5719665895898993,11.173281024681518,0.25835804583411737,original,1.0
49,3.140560000000001,16.16650016,0.28930651016595244,original,1.0
